transaction_id,timestamp,transaction_type,product_id,quantity,performed_by,status,note
TX000829,2025-03-29T18:58:00,sale,P0016,23,cashier,success,order=ORD001151
TX000830,2025-03-29T18:58:00,sale,P0081,7,cashier,success,order=ORD001151
TX000831,2025-03-29T18:58:00,sale,P0082,29,cashier,success,order=ORD001151
TX000832,2025-03-30T17:00:00,import,P0041,36,warehouse,success,restock
TX000833,2025-03-30T17:55:00,sale,P0005,4,cashier,success,order=ORD001130
TX000834,2025-03-30T17:55:00,sale,P0029,4,cashier,success,order=ORD001130
TX000835,2025-03-30T19:43:00,sale,P0064,19,cashier,success,order=ORD000579
TX000836,2025-03-30T19:43:00,sale,P0088,28,cashier,success,order=ORD000579
TX000837,2025-03-30T19:43:00,sale,P0084,15,cashier,success,order=ORD000579
TX000838,2025-03-30T19:43:00,sale,P0073,24,cashier,success,order=ORD000579
TX000839,2025-03-31T17:00:00,sale,P0062,3,cashier,success,order=ORD000138
TX000840,2025-03-31T17:00:00,sale,P0049,1,cashier,success,order=ORD000138
TX000841,2025-03-31T17:00:00,sale,P0087,4,cashier,success,order=ORD000138
TX000842,2025-03-31T17:00:00,sale,P0047,1,cashier,success,order=ORD000138
TX000843,2025-03-31T19:17:00,sale,P0023,8,cashier,success,order=ORD000380
TX000844,2025-03-31T19:17:00,sale,P0052,5,cashier,success,order=ORD000380
TX000845,2025-03-31T19:17:00,sale,P0059,4,cashier,success,order=ORD000380
TX000846,2025-03-31T20:03:00,sale,P0038,3,cashier,success,order=ORD000032
TX000847,2025-03-31T23:07:00,sale,P0041,3,cashier,success,order=ORD000233
TX000848,2025-03-31T23:07:00,sale,P0002,4,cashier,success,order=ORD000233
TX000849,2025-03-31T23:07:00,sale,P0011,2,cashier,success,order=ORD000233
TX000850,2025-03-31T23:07:00,sale,P0052,2,cashier,success,order=ORD000233
TX000851,2025-03-31T23:07:00,sale,P0059,3,cashier,success,order=ORD000233
TX000852,2025-03-31T23:18:00,sale,P0005,4,cashier,success,order=ORD000832
TX000853,2025-03-31T23:18:00,sale,P0053,4,cashier,success,order=ORD000832
TX000854,2025-03-31T23:18:00,sale,P0038,2,cashier,success,order=ORD000832
TX000855,2025-03-31T23:18:00,sale,P0060,2,cashier,success,order=ORD000832
TX000856,2025-03-31T23:33:00,sale,P0085,4,cashier,success,order=ORD000012
TX000857,2025-03-31T23:33:00,sale,P0017,1,cashier,success,order=ORD000012
TX000858,2025-03-31T23:33:00,sale,P0052,4,cashier,success,order=ORD000012
TX000859,2025-04-01T02:38:00,sale,P0025,12,cashier,success,order=ORD000212
TX000860,2025-04-01T03:07:00,sale,P0015,4,cashier,success,order=ORD000859
TX000861,2025-04-01T03:07:00,sale,P0005,4,cashier,success,order=ORD000859
TX000862,2025-04-01T03:07:00,sale,P0089,5,cashier,success,order=ORD000859
TX000863,2025-04-01T03:07:00,sale,P0086,5,cashier,success,order=ORD000859
TX000864,2025-04-02T03:37:00,sale,P0076,4,cashier,success,order=ORD000192
TX000865,2025-04-02T03:37:00,sale,P0089,5,cashier,success,order=ORD000192
TX000866,2025-04-02T20:21:00,sale,P0013,6,cashier,success,order=ORD000929
TX000867,2025-04-02T20:21:00,sale,P0055,11,cashier,success,order=ORD000929
TX000868,2025-04-02T20:21:00,sale,P0062,29,cashier,success,order=ORD000929
TX000869,2025-04-03T01:36:00,sale,P0088,2,cashier,success,order=ORD000215
TX000870,2025-04-03T01:36:00,sale,P0043,2,cashier,success,order=ORD000215
TX000871,2025-04-03T01:36:00,sale,P0006,3,cashier,success,order=ORD000215
TX000872,2025-04-03T01:36:00,sale,P0019,4,cashier,success,order=ORD000215
TX000873,2025-04-03T03:08:00,sale,P0018,5,cashier,success,order=ORD001106
TX000874,2025-04-03T03:08:00,sale,P0019,12,cashier,success,order=ORD001106
TX000875,2025-04-03T16:27:00,sale,P0029,11,cashier,success,order=ORD001153
TX000876,2025-04-03T16:27:00,sale,P0024,22,cashier,success,order=ORD001153
TX000877,2025-04-03T19:21:00,sale,P0043,5,cashier,success,order=ORD000050
TX000878,2025-04-03T19:21:00,sale,P0006,4,cashier,success,order=ORD000050
TX000879,2025-04-03T19:21:00,sale,P0013,2,cashier,success,order=ORD000050
TX000880,2025-04-03T19:21:00,sale,P0008,2,cashier,success,order=ORD000050
TX000881,2025-04-03T19:21:00,sale,P0078,3,cashier,success,order=ORD000050
TX000882,2025-04-03T19:21:00,sale,P0079,2,cashier,success,order=ORD000050
TX000883,2025-04-03T22:01:00,sale,P0028,7,cashier,success,order=ORD000428
TX000884,2025-04-03T22:01:00,sale,P0023,18,cashier,success,order=ORD000428
TX000885,2025-04-03T22:01:00,sale,P0011,6,cashier,success,order=ORD000428
TX000886,2025-04-03T22:01:00,sale,P0009,15,cashier,success,order=ORD000428
TX000887,2025-04-03T22:58:00,sale,P0070,1,cashier,success,order=ORD000394
TX000888,2025-04-04T02:49:00,sale,P0087,1,cashier,success,order=ORD000112
TX000889,2025-04-04T02:49:00,sale,P0042,4,cashier,success,order=ORD000112
TX000890,2025-04-04T16:19:00,sale,P0005,5,cashier,success,order=ORD001157
TX000891,2025-04-04T16:19:00,sale,P0015,1,cashier,success,order=ORD001157
TX000892,2025-04-04T16:19:00,sale,P0016,5,cashier,success,order=ORD001157
TX000893,2025-04-04T16:19:00,sale,P0019,4,cashier,success,order=ORD001157
TX000894,2025-04-04T23:00:00,sale,P0088,4,cashier,success,order=ORD000715
TX000895,2025-04-04T23:00:00,sale,P0084,5,cashier,success,order=ORD000715
TX000896,2025-04-04T23:00:00,sale,P0015,1,cashier,success,order=ORD000715
TX000897,2025-04-04T23:00:00,sale,P0016,5,cashier,success,order=ORD000715
TX000898,2025-04-05T03:05:00,sale,P0045,3,cashier,success,order=ORD001112
TX000899,2025-04-05T03:05:00,sale,P0073,2,cashier,success,order=ORD001112
TX000900,2025-04-05T03:05:00,sale,P0085,2,cashier,success,order=ORD001112
TX000901,2025-04-05T03:05:00,sale,P0069,2,cashier,success,order=ORD001112
TX000902,2025-04-05T03:05:00,sale,P0051,1,cashier,success,order=ORD001112
TX000903,2025-04-05T03:05:00,sale,P0023,2,cashier,success,order=ORD001112
TX000904,2025-04-05T03:28:00,sale,P0058,5,cashier,success,order=ORD000984
TX000905,2025-04-05T03:28:00,sale,P0016,1,cashier,success,order=ORD000984
TX000906,2025-04-05T03:28:00,sale,P0040,2,cashier,success,order=ORD000984
TX000907,2025-04-05T03:28:00,sale,P0019,5,cashier,success,order=ORD000984
TX000908,2025-04-05T03:28:00,sale,P0039,4,cashier,success,order=ORD000984
TX000909,2025-04-05T03:59:00,sale,P0022,2,cashier,success,order=ORD000711
TX000910,2025-04-05T03:59:00,sale,P0061,2,cashier,success,order=ORD000711
TX000911,2025-04-05T03:59:00,sale,P0040,1,cashier,success,order=ORD000711
TX000912,2025-04-05T04:48:00,sale,P0089,10,cashier,success,order=ORD000492
TX000913,2025-04-05T19:53:00,sale,P0024,1,cashier,success,order=ORD000608
TX000914,2025-04-05T19:53:00,sale,P0055,2,cashier,success,order=ORD000608
TX000915,2025-04-05T19:53:00,sale,P0039,5,cashier,success,order=ORD000608
TX000916,2025-04-06T02:32:00,sale,P0052,1,cashier,success,order=ORD000632
TX000917,2025-04-06T02:32:00,sale,P0059,3,cashier,success,order=ORD000632
TX000918,2025-04-06T02:32:00,sale,P0064,5,cashier,success,order=ORD000632
TX000919,2025-04-06T02:32:00,sale,P0006,5,cashier,success,order=ORD000632
TX000920,2025-04-06T02:32:00,sale,P0024,2,cashier,success,order=ORD000632
TX000921,2025-04-06T17:00:00,sale,P0057,8,cashier,success,order=ORD000959
TX000922,2025-04-06T17:00:00,sale,P0079,10,cashier,success,order=ORD000959
TX000923,2025-04-06T17:00:00,sale,P0052,9,cashier,success,order=ORD000959
TX000924,2025-04-06T19:11:00,sale,P0089,1,cashier,success,order=ORD000402
TX000925,2025-04-06T19:11:00,sale,P0086,1,cashier,success,order=ORD000402
TX000926,2025-04-07T03:08:00,sale,P0017,11,cashier,success,order=ORD000491
TX000927,2025-04-07T17:00:00,import,P0082,69,warehouse,success,restock
TX000928,2025-04-07T19:44:00,sale,P0001,1,cashier,success,order=ORD000821
TX000929,2025-04-07T19:44:00,sale,P0079,1,cashier,success,order=ORD000821
TX000930,2025-04-07T23:13:00,sale,P0036,5,cashier,success,order=ORD000167
TX000931,2025-04-07T23:13:00,sale,P0043,5,cashier,success,order=ORD000167
TX000932,2025-04-07T23:13:00,sale,P0006,2,cashier,success,order=ORD000167
TX000933,2025-04-07T23:13:00,sale,P0034,1,cashier,success,order=ORD000167
TX000934,2025-04-08T00:16:00,sale,P0084,3,cashier,success,order=ORD000887
TX000935,2025-04-08T00:16:00,sale,P0055,5,cashier,success,order=ORD000887
TX000936,2025-04-08T00:16:00,sale,P0088,3,cashier,success,order=ORD000887
TX000937,2025-04-08T00:23:00,sale,P0045,4,cashier,success,order=ORD000014
TX000938,2025-04-08T00:23:00,sale,P0039,1,cashier,success,order=ORD000014
TX000939,2025-04-08T00:23:00,sale,P0005,2,cashier,success,order=ORD000014
TX000940,2025-04-08T03:14:00,sale,P0031,17,cashier,success,order=ORD001093
TX000941,2025-04-08T03:14:00,sale,P0006,8,cashier,success,order=ORD001093
TX000942,2025-04-08T03:14:00,sale,P0054,9,cashier,success,order=ORD001093
TX000943,2025-04-08T04:39:00,sale,P0013,4,cashier,success,order=ORD000844
TX000944,2025-04-08T04:39:00,sale,P0070,2,cashier,success,order=ORD000844
TX000945,2025-04-08T04:39:00,sale,P0027,3,cashier,success,order=ORD000844
TX000946,2025-04-08T04:39:00,sale,P0060,2,cashier,success,order=ORD000844
TX000947,2025-04-08T04:48:00,sale,P0059,1,cashier,success,order=ORD000097
TX000948,2025-04-08T04:48:00,sale,P0019,2,cashier,success,order=ORD000097
TX000949,2025-04-08T21:22:00,sale,P0003,19,cashier,success,order=ORD000265
TX000950,2025-04-08T21:22:00,sale,P0017,12,cashier,success,order=ORD000265
TX000951,2025-04-08T21:22:00,sale,P0089,16,cashier,success,order=ORD000265
TX000952,2025-04-08T22:10:00,sale,P0067,1,cashier,success,order=ORD001135
TX000953,2025-04-08T22:10:00,sale,P0064,4,cashier,success,order=ORD001135
TX000954,2025-04-08T22:10:00,sale,P0023,4,cashier,success,order=ORD001135
TX000955,2025-04-08T22:10:00,sale,P0028,1,cashier,success,order=ORD001135
TX000956,2025-04-08T22:10:00,sale,P0026,3,cashier,success,order=ORD001135
TX000957,2025-04-09T04:43:00,sale,P0023,5,cashier,success,order=ORD001150
TX000958,2025-04-09T04:43:00,sale,P0062,3,cashier,success,order=ORD001150
TX000959,2025-04-09T04:43:00,sale,P0049,4,cashier,success,order=ORD001150
TX000960,2025-04-10T00:17:00,sale,P0084,28,cashier,success,order=ORD000791
TX000961,2025-04-10T00:17:00,sale,P0003,26,cashier,success,order=ORD000791
TX000962,2025-04-10T00:17:00,sale,P0017,22,cashier,success,order=ORD000791
TX000963,2025-04-10T00:17:00,sale,P0016,24,cashier,success,order=ORD000791
TX000964,2025-04-10T00:17:00,sale,P0058,23,cashier,success,order=ORD000791
TX000965,2025-04-10T00:17:00,sale,P0062,17,cashier,success,order=ORD000791
TX000966,2025-04-10T00:17:00,sale,P0049,20,cashier,success,order=ORD000791
TX000967,2025-04-10T00:24:00,sale,P0028,14,cashier,success,order=ORD000452
TX000968,2025-04-10T00:24:00,sale,P0038,6,cashier,success,order=ORD000452
TX000969,2025-04-10T00:24:00,sale,P0056,13,cashier,success,order=ORD000452
TX000970,2025-04-10T16:24:00,sale,P0073,3,cashier,success,order=ORD001043
TX000971,2025-04-10T16:24:00,sale,P0074,1,cashier,success,order=ORD001043
TX000972,2025-04-10T16:24:00,sale,P0064,4,cashier,success,order=ORD001043
TX000973,2025-04-10T16:24:00,sale,P0045,5,cashier,success,order=ORD001043
TX000974,2025-04-11T02:39:00,sale,P0029,5,cashier,success,order=ORD000671
TX000975,2025-04-11T02:39:00,sale,P0059,1,cashier,success,order=ORD000671
TX000976,2025-04-11T02:39:00,sale,P0083,1,cashier,success,order=ORD000671
TX000977,2025-04-12T02:21:00,sale,P0068,5,cashier,success,order=ORD000458
TX000978,2025-04-12T02:21:00,sale,P0078,3,cashier,success,order=ORD000458
TX000979,2025-04-12T02:21:00,sale,P0079,3,cashier,success,order=ORD000458
TX000980,2025-04-12T03:57:00,sale,P0074,5,cashier,success,order=ORD000143
TX000981,2025-04-12T03:57:00,sale,P0015,28,cashier,success,order=ORD000143
TX000982,2025-04-12T19:18:00,sale,P0080,1,cashier,success,order=ORD000450
TX000983,2025-04-12T23:45:00,sale,P0009,2,cashier,success,order=ORD000529
TX000984,2025-04-12T23:45:00,sale,P0066,3,cashier,success,order=ORD000529
TX000985,2025-04-12T23:45:00,sale,P0055,4,cashier,success,order=ORD000529
TX000986,2025-04-13T20:08:00,sale,P0018,4,cashier,success,order=ORD000602
TX000987,2025-04-13T20:08:00,sale,P0019,1,cashier,success,order=ORD000602
TX000988,2025-04-13T20:08:00,sale,P0027,4,cashier,success,order=ORD000602
TX000989,2025-04-14T01:25:00,sale,P0075,4,cashier,success,order=ORD001006
TX000990,2025-04-14T04:13:00,sale,P0039,1,cashier,success,order=ORD000719
TX000991,2025-04-14T04:13:00,sale,P0025,4,cashier,success,order=ORD000719
TX000992,2025-04-14T04:13:00,sale,P0008,5,cashier,success,order=ORD000719
TX000993,2025-04-14T18:17:00,sale,P0024,1,cashier,success,order=ORD000377
TX000994,2025-04-15T03:18:00,sale,P0007,3,cashier,success,order=ORD000288
TX000995,2025-04-15T03:18:00,sale,P0043,5,cashier,success,order=ORD000288
TX000996,2025-04-15T03:18:00,sale,P0048,1,cashier,success,order=ORD000288
TX000997,2025-04-15T16:21:00,sale,P0046,18,cashier,success,order=ORD001184
TX000998,2025-04-16T02:02:00,sale,P0065,3,cashier,success,order=ORD000478
TX000999,2025-04-16T04:34:00,sale,P0076,5,cashier,success,order=ORD000196
TX001000,2025-04-16T04:34:00,sale,P0089,5,cashier,success,order=ORD000196
TX001001,2025-04-16T20:41:00,sale,P0003,1,cashier,success,order=ORD000170
TX001002,2025-04-16T20:41:00,sale,P0070,5,cashier,success,order=ORD000170
TX001003,2025-04-16T23:00:00,adjust,P0078,2,auditor,success,stocktake_shrinkage
TX001004,2025-04-17T00:45:00,sale,P0028,2,cashier,success,order=ORD000346
TX001005,2025-04-17T01:13:00,sale,P0026,4,cashier,success,order=ORD000388
TX001006,2025-04-17T01:13:00,sale,P0059,4,cashier,success,order=ORD000388
TX001007,2025-04-17T01:13:00,sale,P0038,4,cashier,success,order=ORD000388
TX001008,2025-04-17T01:13:00,sale,P0037,3,cashier,success,order=ORD000388
TX001009,2025-04-17T01:13:00,sale,P0014,2,cashier,success,order=ORD000388
TX001010,2025-04-17T01:29:00,sale,P0060,5,cashier,success,order=ORD000702
TX001011,2025-04-17T01:29:00,sale,P0039,5,cashier,success,order=ORD000702
TX001012,2025-04-17T03:07:00,sale,P0002,2,cashier,success,order=ORD000772
TX001013,2025-04-17T03:07:00,sale,P0011,5,cashier,success,order=ORD000772
TX001014,2025-04-17T03:07:00,sale,P0076,4,cashier,success,order=ORD000772
TX001015,2025-04-17T03:07:00,sale,P0089,3,cashier,success,order=ORD000772
TX001016,2025-04-17T03:37:00,sale,P0083,6,cashier,success,order=ORD000089
TX001017,2025-04-17T03:37:00,sale,P0039,26,cashier,success,order=ORD000089
TX001018,2025-04-17T16:51:00,sale,P0073,5,cashier,success,order=ORD001003
TX001019,2025-04-17T16:51:00,sale,P0009,1,cashier,success,order=ORD001003
TX001020,2025-04-17T16:51:00,sale,P0036,4,cashier,success,order=ORD001003
TX001021,2025-04-17T16:51:00,sale,P0070,5,cashier,success,order=ORD001003
TX001022,2025-04-17T19:37:00,sale,P0032,5,cashier,success,order=ORD000814
TX001023,2025-04-17T19:37:00,sale,P0006,5,cashier,success,order=ORD000814
TX001024,2025-04-17T19:37:00,sale,P0079,5,cashier,success,order=ORD000814
TX001025,2025-04-17T19:37:00,sale,P0089,4,cashier,success,order=ORD000814
TX001026,2025-04-18T23:14:00,sale,P0073,2,cashier,success,order=ORD000460
TX001027,2025-04-18T23:14:00,sale,P0065,4,cashier,success,order=ORD000460
TX001028,2025-04-19T00:07:00,sale,P0032,5,cashier,success,order=ORD000538
TX001029,2025-04-19T01:45:00,sale,P0031,3,cashier,success,order=ORD000194
TX001030,2025-04-19T01:45:00,sale,P0089,5,cashier,success,order=ORD000194
TX001031,2025-04-19T18:25:00,sale,P0045,2,cashier,success,order=ORD000591
TX001032,2025-04-19T18:25:00,sale,P0006,5,cashier,success,order=ORD000591
TX001033,2025-04-19T18:25:00,sale,P0043,5,cashier,success,order=ORD000591
TX001034,2025-04-20T17:00:00,import,P0090,73,warehouse,success,restock
TX001035,2025-04-20T23:26:00,sale,P0008,9,cashier,success,order=ORD001162
TX001036,2025-04-20T23:26:00,sale,P0030,8,cashier,success,order=ORD001162
TX001037,2025-04-20T23:26:00,sale,P0010,3,cashier,success,order=ORD001162
TX001038,2025-04-20T23:26:00,sale,P0056,3,cashier,success,order=ORD001162
TX001039,2025-04-21T02:21:00,sale,P0026,1,cashier,success,order=ORD000201
TX001040,2025-04-21T02:21:00,sale,P0087,3,cashier,success,order=ORD000201
TX001041,2025-04-21T20:30:00,sale,P0009,8,cashier,success,order=ORD000236
TX001042,2025-04-21T20:30:00,sale,P0068,26,cashier,success,order=ORD000236
TX001043,2025-04-21T20:30:00,sale,P0043,23,cashier,success,order=ORD000236
TX001044,2025-04-21T20:30:00,sale,P0032,22,cashier,success,order=ORD000236
TX001045,2025-04-21T21:07:00,sale,P0004,7,cashier,success,order=ORD000578
TX001046,2025-04-21T21:07:00,sale,P0013,22,cashier,success,order=ORD000578
TX001047,2025-04-21T21:07:00,sale,P0008,19,cashier,success,order=ORD000578
TX001048,2025-04-21T21:07:00,sale,P0061,21,cashier,success,order=ORD000578
TX001049,2025-04-21T22:26:00,sale,P0015,2,cashier,success,order=ORD000039
TX001050,2025-04-21T22:26:00,sale,P0016,5,cashier,success,order=ORD000039
TX001051,2025-04-21T22:26:00,sale,P0029,1,cashier,success,order=ORD000039
TX001052,2025-04-21T23:18:00,sale,P0034,1,cashier,success,order=ORD000505
TX001053,2025-04-21T23:18:00,sale,P0089,4,cashier,success,order=ORD000505
TX001054,2025-04-21T23:18:00,sale,P0086,2,cashier,success,order=ORD000505
TX001055,2025-04-21T23:18:00,sale,P0077,3,cashier,success,order=ORD000505
TX001056,2025-04-21T23:18:00,sale,P0083,4,cashier,success,order=ORD000505
TX001057,2025-04-22T02:12:00,sale,P0067,2,cashier,success,order=ORD000819
TX001058,2025-04-22T02:12:00,sale,P0064,1,cashier,success,order=ORD000819
TX001059,2025-04-22T02:12:00,sale,P0025,2,cashier,success,order=ORD000819
TX001060,2025-04-22T02:12:00,sale,P0058,1,cashier,success,order=ORD000819
TX001061,2025-04-22T02:12:00,sale,P0027,5,cashier,success,order=ORD000819
TX001062,2025-04-22T02:12:00,sale,P0005,3,cashier,success,order=ORD000819
TX001063,2025-04-22T18:22:00,sale,P0058,9,cashier,success,order=ORD000338
TX001064,2025-04-22T18:22:00,sale,P0008,2,cashier,success,order=ORD000338
TX001065,2025-04-22T23:04:00,sale,P0048,17,cashier,success,order=ORD000957
TX001066,2025-04-22T23:04:00,sale,P0028,6,cashier,success,order=ORD000957
TX001067,2025-04-22T23:04:00,sale,P0053,13,cashier,success,order=ORD000957
TX001068,2025-04-22T23:04:00,sale,P0065,6,cashier,success,order=ORD000957
TX001069,2025-04-23T01:17:00,sale,P0068,2,cashier,success,order=ORD000230
TX001070,2025-04-23T02:01:00,sale,P0045,5,cashier,success,order=ORD001194
TX001071,2025-04-23T04:25:00,sale,P0056,2,cashier,success,order=ORD001107
TX001072,2025-04-23T04:25:00,sale,P0008,3,cashier,success,order=ORD001107
TX001073,2025-04-23T18:47:00,sale,P0074,3,cashier,success,order=ORD000207
TX001074,2025-04-23T18:47:00,sale,P0048,5,cashier,success,order=ORD000207
TX001075,2025-04-23T19:28:00,sale,P0036,1,cashier,success,order=ORD000455
TX001076,2025-04-23T19:28:00,sale,P0028,5,cashier,success,order=ORD000455
TX001077,2025-04-23T19:28:00,sale,P0081,5,cashier,success,order=ORD000455
TX001078,2025-04-23T19:28:00,sale,P0086,5,cashier,success,order=ORD000455
TX001079,2025-04-23T23:00:00,adjust,P0080,2,auditor,success,stocktake_shrinkage
TX001080,2025-04-24T02:12:00,sale,P0015,2,cashier,success,order=ORD000647
TX001081,2025-04-24T02:12:00,sale,P0067,1,cashier,success,order=ORD000647
TX001082,2025-04-24T02:12:00,sale,P0064,5,cashier,success,order=ORD000647
TX001083,2025-04-24T19:31:00,sale,P0005,2,cashier,success,order=ORD000437
TX001084,2025-04-24T19:31:00,sale,P0045,5,cashier,success,order=ORD000437
TX001085,2025-04-24T19:31:00,sale,P0062,5,cashier,success,order=ORD000437
TX001086,2025-04-24T19:31:00,sale,P0002,1,cashier,success,order=ORD000437
TX001087,2025-04-24T19:31:00,sale,P0057,1,cashier,success,order=ORD000437
TX001088,2025-04-24T21:33:00,sale,P0060,4,cashier,success,order=ORD000971
TX001089,2025-04-24T21:33:00,sale,P0009,4,cashier,success,order=ORD000971
TX001090,2025-04-24T21:33:00,sale,P0078,1,cashier,success,order=ORD000971
TX001091,2025-04-24T22:35:00,sale,P0026,7,cashier,success,order=ORD000657
TX001092,2025-04-24T22:35:00,sale,P0062,9,cashier,success,order=ORD000657
TX001093,2025-04-24T22:35:00,sale,P0049,2,cashier,success,order=ORD000657
TX001094,2025-04-25T16:34:00,sale,P0005,2,cashier,success,order=ORD000537
TX001095,2025-04-25T19:24:00,sale,P0038,3,cashier,success,order=ORD000627
TX001096,2025-04-25T20:07:00,sale,P0010,1,cashier,success,order=ORD000502
TX001097,2025-04-25T20:07:00,sale,P0030,2,cashier,success,order=ORD000502
TX001098,2025-04-26T01:03:00,sale,P0013,7,cashier,success,order=ORD001132
TX001099,2025-04-26T01:03:00,sale,P0067,11,cashier,success,order=ORD001132
TX001100,2025-04-26T01:03:00,sale,P0064,7,cashier,success,order=ORD001132
TX001101,2025-04-26T02:00:00,sale,P0076,3,cashier,success,order=ORD000807
TX001102,2025-04-26T02:00:00,sale,P0089,5,cashier,success,order=ORD000807
TX001103,2025-04-26T02:00:00,sale,P0014,2,cashier,success,order=ORD000807
TX001104,2025-04-26T20:00:00,sale,P0089,6,cashier,success,order=ORD000516
TX001105,2025-04-26T20:00:00,sale,P0086,9,cashier,success,order=ORD000516
TX001106,2025-04-26T21:33:00,sale,P0078,2,cashier,success,order=ORD000068
TX001107,2025-04-26T21:33:00,sale,P0079,5,cashier,success,order=ORD000068
TX001108,2025-04-26T21:33:00,sale,P0056,5,cashier,success,order=ORD000068
TX001109,2025-04-26T21:33:00,sale,P0049,5,cashier,success,order=ORD000068
TX001110,2025-04-26T21:33:00,sale,P0012,1,cashier,success,order=ORD000068
TX001111,2025-04-26T23:00:00,adjust,P0014,1,auditor,success,stocktake_shrinkage
TX001112,2025-04-27T04:45:00,sale,P0087,4,cashier,success,order=ORD000744
TX001113,2025-04-27T21:53:00,sale,P0084,29,cashier,success,order=ORD000754
TX001114,2025-04-27T21:53:00,sale,P0008,13,cashier,success,order=ORD000754
TX001115,2025-04-27T22:59:00,sale,P0088,4,cashier,success,order=ORD000553
TX001116,2025-04-27T22:59:00,sale,P0084,2,cashier,success,order=ORD000553
TX001117,2025-04-28T00:46:00,sale,P0018,18,cashier,success,order=ORD000438
TX001118,2025-04-28T00:46:00,sale,P0089,25,cashier,success,order=ORD000438
TX001119,2025-04-28T00:46:00,sale,P0048,15,cashier,success,order=ORD000438
TX001120,2025-04-28T01:01:00,sale,P0022,3,cashier,success,order=ORD001189
TX001121,2025-04-28T01:01:00,sale,P0086,8,cashier,success,order=ORD001189
TX001122,2025-04-28T20:40:00,sale,P0087,1,cashier,success,order=ORD000520
TX001123,2025-04-28T20:40:00,sale,P0036,3,cashier,success,order=ORD000520
TX001124,2025-04-28T20:40:00,sale,P0028,4,cashier,success,order=ORD000520
TX001125,2025-04-28T20:40:00,sale,P0008,4,cashier,success,order=ORD000520
TX001126,2025-04-28T21:05:00,sale,P0076,2,cashier,success,order=ORD001005
TX001127,2025-04-28T21:05:00,sale,P0089,5,cashier,success,order=ORD001005
TX001128,2025-04-28T21:05:00,sale,P0088,4,cashier,success,order=ORD001005
TX001129,2025-04-28T21:05:00,sale,P0045,4,cashier,success,order=ORD001005
TX001130,2025-04-28T21:05:00,sale,P0018,4,cashier,success,order=ORD001005
TX001131,2025-04-28T21:05:00,sale,P0019,1,cashier,success,order=ORD001005
TX001132,2025-04-28T21:05:00,sale,P0010,3,cashier,success,order=ORD001005
TX001133,2025-04-29T01:41:00,sale,P0008,1,cashier,success,order=ORD000978
TX001134,2025-04-29T01:41:00,sale,P0022,4,cashier,success,order=ORD000978
TX001135,2025-04-29T01:41:00,sale,P0057,2,cashier,success,order=ORD000978
TX001136,2025-04-29T01:41:00,sale,P0076,4,cashier,success,order=ORD000978
TX001137,2025-04-29T02:13:00,sale,P0015,1,cashier,success,order=ORD000728
TX001138,2025-04-29T03:52:00,sale,P0063,10,cashier,success,order=ORD000914
TX001139,2025-04-29T04:30:00,sale,P0035,2,cashier,success,order=ORD000223
TX001140,2025-04-29T04:30:00,sale,P0052,5,cashier,success,order=ORD000223
TX001141,2025-04-29T04:30:00,sale,P0069,2,cashier,success,order=ORD000223
TX001142,2025-04-29T16:17:00,sale,P0069,17,cashier,success,order=ORD000893
TX001143,2025-04-29T16:17:00,sale,P0084,18,cashier,success,order=ORD000893
TX001144,2025-04-29T17:39:00,sale,P0058,9,cashier,success,order=ORD000856
TX001145,2025-04-29T17:46:00,sale,P0012,28,cashier,success,order=ORD000004
TX001146,2025-04-29T20:45:00,sale,P0078,22,cashier,success,order=ORD000009
TX001147,2025-04-29T20:45:00,sale,P0079,9,cashier,success,order=ORD000009
TX001148,2025-04-29T20:45:00,sale,P0022,7,cashier,success,order=ORD000009
TX001149,2025-04-30T00:14:00,sale,P0044,2,cashier,success,order=ORD001179
TX001150,2025-04-30T00:14:00,sale,P0008,5,cashier,success,order=ORD001179
TX001151,2025-04-30T17:02:00,sale,P0044,1,cashier,success,order=ORD000326
TX001152,2025-04-30T17:02:00,sale,P0003,1,cashier,success,order=ORD000326
TX001153,2025-04-30T17:02:00,sale,P0055,2,cashier,success,order=ORD000326
TX001154,2025-04-30T20:42:00,sale,P0040,3,cashier,success,order=ORD000464
TX001155,2025-04-30T20:42:00,sale,P0033,8,cashier,success,order=ORD000464
TX001156,2025-04-30T20:42:00,sale,P0006,3,cashier,success,order=ORD000464
TX001157,2025-05-01T04:27:00,sale,P0022,3,cashier,success,order=ORD000960
TX001158,2025-05-01T04:27:00,sale,P0076,4,cashier,success,order=ORD000960
TX001159,2025-05-01T04:27:00,sale,P0089,5,cashier,success,order=ORD000960
TX001160,2025-05-01T04:27:00,sale,P0011,4,cashier,success,order=ORD000960
TX001161,2025-05-01T04:27:00,sale,P0046,1,cashier,success,order=ORD000960
TX001162,2025-05-01T17:09:00,sale,P0016,29,cashier,success,order=ORD000045
TX001163,2025-05-01T17:09:00,sale,P0015,19,cashier,success,order=ORD000045
TX001164,2025-05-01T20:15:00,sale,P0015,1,cashier,success,order=ORD000872
TX001165,2025-05-01T20:15:00,sale,P0016,4,cashier,success,order=ORD000872
TX001166,2025-05-01T20:15:00,sale,P0029,1,cashier,success,order=ORD000872
TX001167,2025-05-01T20:15:00,sale,P0034,2,cashier,success,order=ORD000872
TX001168,2025-05-01T22:58:00,sale,P0035,1,cashier,success,order=ORD000697
